kind,id,etag,selfLink,volumeInfo__title,volumeInfo__authors,volumeInfo__publisher,volumeInfo__publishedDate,volumeInfo__description,volumeInfo__industryIdentifiers,volumeInfo__readingModes__text,volumeInfo__readingModes__image,volumeInfo__pageCount,volumeInfo__printType,volumeInfo__categories,volumeInfo__averageRating,volumeInfo__ratingsCount,volumeInfo__maturityRating,volumeInfo__allowAnonLogging,volumeInfo__contentVersion,volumeInfo__panelizationSummary__containsEpubBubbles,volumeInfo__panelizationSummary__containsImageBubbles,volumeInfo__imageLinks__smallThumbnail,volumeInfo__imageLinks__thumbnail,volumeInfo__language,volumeInfo__previewLink,volumeInfo__infoLink,volumeInfo__canonicalVolumeLink,saleInfo__country,saleInfo__saleability,saleInfo__isEbook,saleInfo__listPrice__amount,saleInfo__listPrice__currencyCode,saleInfo__retailPrice__amount,saleInfo__retailPrice__currencyCode,saleInfo__buyLink,saleInfo__offers,accessInfo__country,accessInfo__viewability,accessInfo__embeddable,accessInfo__publicDomain,accessInfo__textToSpeechPermission,accessInfo__epub__isAvailable,accessInfo__epub__acsTokenLink,accessInfo__pdf__isAvailable,accessInfo__pdf__acsTokenLink,accessInfo__webReaderLink,accessInfo__accessViewStatus,accessInfo__quoteSharingAllowed,searchInfo__textSnippet,volumeInfo__subtitle,accessInfo__epub__downloadLink,accessInfo__pdf__downloadLink,volumeInfo__panelizationSummary__epubBubbleVersion,volumeInfo__panelizationSummary__imageBubbleVersion
books#volume,iUT_AwAAQBAJ,NafqQueFQEE,https://www.googleapis.com/books/v1/volumes/iUT_AwAAQBAJ,A Book of Set Theory,['Charles C Pinter'],Courier Corporation,2014-06-01,"Accessible approach to set theory for upper-level undergraduates poses rigorous but simple arguments. Topics include classes and sets, functions, natural and cardinal numbers, arithmetic of ordinal numbers, and more. 1971 edition with new material by author.","[{'type': 'ISBN_13', 'identifier': '9780486795492'}, {'type': 'ISBN_10', 'identifier': '0486795497'}]",True,True,259.0,BOOK,['Mathematics'],5.0,1.0,NOT_MATURE,True,0.9.8.0.preview.3,False,False,http://books.google.com/books/content?id=iUT_AwAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,http://books.google.com/books/content?id=iUT_AwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,en,http://books.google.co.in/books?id=iUT_AwAAQBAJ&pg=PA106&dq=a&hl=&cd=1&source=gbs_api,https://play.google.com/store/books/details?id=iUT_AwAAQBAJ&source=gbs_api,https://play.google.com/store/books/details?id=iUT_AwAAQBAJ,IN,FOR_SALE,True,1591.06,INR,1591.06,INR,https://play.google.com/store/books/details?id=iUT_AwAAQBAJ&rdid=book-iUT_AwAAQBAJ&rdot=1&source=gbs_api,"[{'finskyOfferType': 1, 'listPrice': {'amountInMicros': 1591060000, 'currencyCode': 'INR'}, 'retailPrice': {'amountInMicros': 1591060000, 'currencyCode': 'INR'}}]",IN,PARTIAL,True,False,ALLOWED,True,http://books.google.co.in/books/download/A_Book_of_Set_Theory-sample-epub.acsm?id=iUT_AwAAQBAJ&format=epub&output=acs4_fulfillment_token&dl_type=sample&source=gbs_api,True,http://books.google.co.in/books/download/A_Book_of_Set_Theory-sample-pdf.acsm?id=iUT_AwAAQBAJ&format=pdf&output=acs4_fulfillment_token&dl_type=sample&source=gbs_api,http://play.google.com/books/reader?id=iUT_AwAAQBAJ&hl=&source=gbs_api,SAMPLE,False,"Charles C Pinter. 7. Let <b>A</b> be <b>a</b> well - ordered class . If x Є <b>A</b> , prove that the immediate successor of x and the immediate predecessor of x ( if it exists ) are unique . 8. Let <b>A</b> be <b>a</b> partially ordered class ; prove that B is <b>a</b>&nbsp;...",,,,,
books#volume,vlwix-2zvvEC,ICvYA58NEXA,https://www.googleapis.com/books/v1/volumes/vlwix-2zvvEC,A More Perfect Union,['Hana Schank'],Simon and Schuster,2006-02-07,"Hana Schank had never given much thought to her wedding, or even really imagined herself married, so when she found herself suddenly sporting a brand-new engagement ring she assumed planning a small, low-key wedding would be no big deal. But soon she finds herself adrift in Wedding Land, a world where all brides are expected to want to look like Cinderella, where women plan weddings with fantasy butterfly themes, where a woman's wedding is, without question, the Happiest Day of Her Life. Despite her best efforts not to become a Bridezilla, Hana finds herself transformed from a thirty-year-old woman with a 401(k) into a nearly unrecognizable version of herself as she spends weeks crafting save-the-date cards, worries about matching her cocktails to her wedding colors, and obsessively reads Martha Stewart Weddings magazine. She decides that, if she is going to follow traditions like wearing white and walking down the aisle with flowers, she at least wants to understand why. In her search she turns up interesting wedding facts: bridesmaids, for instance, were originally recruited to confuse evil spirits. Ultimately, she casts a critical eye on the $72 billion wedding industry, from the women at wedding websites who cackle over the etiquette missteps of others to wedding magazines that provide checklists of 187 tasks to plan the perfect wedding, suggesting that to have anything less is to fail as a bride, as a woman, as a wife. Part confessional memoir, part social critique, A More Perfect Union chronicles a year in Wedding Land, capturing as it does not only the stresses but the undoubted joys of becoming a bride.","[{'type': 'ISBN_13', 'identifier': '9781416522935'}, {'type': 'ISBN_10', 'identifier': '141652293X'}]",True,False,225.0,BOOK,['Family & Relationships'],,,NOT_MATURE,False,0.5.6.0.preview.2,False,False,http://books.google.com/books/content?id=vlwix-2zvvEC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,http://books.google.com/books/content?id=vlwix-2zvvEC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,en,http://books.google.co.in/books?id=vlwix-2zvvEC&pg=PA73&dq=a&hl=&cd=2&source=gbs_api,https://play.google.com/store/books/details?id=vlwix-2zvvEC&source=gbs_api,https://play.google.com/store/books/details?id=vlwix-2zvvEC,IN,FOR_SALE,True,941.64,INR,470.82,INR,https://play.google.com/store/books/details?id=vlwix-2zvvEC&rdid=book-vlwix-2zvvEC&rdot=1&source=gbs_api,"[{'finskyOfferType': 1, 'listPrice': {'amountInMicros': 941640000, 'currencyCode': 'INR'}, 'retailPrice': {'amountInMicros': 470820000, 'currencyCode': 'INR'}}]",IN,PARTIAL,True,False,ALLOWED_FOR_ACCESSIBILITY,True,http://books.google.co.in/books/download/A_More_Perfect_Union-sample-epub.acsm?id=vlwix-2zvvEC&format=epub&output=acs4_fulfillment_token&dl_type=sample&source=gbs_api,False,,http://play.google.com/books/reader?id=vlwix-2zvvEC&hl=&source=gbs_api,SAMPLE,False,"... <b>a</b> day and <b>a</b> half . I dragged Steven to <b>a</b> trendy stationery store in SoHo to pick out paper , <b>a</b> process which he found excruciating , but I enjoyed . There is something lovely about blank sheets of paper , especially fancy imported blank&nbsp;...",How I Survived the Happiest Day of My Life,,,,
books#volume,gQo24ZEO67oC,VzcqeQ0SDQ4,https://www.googleapis.com/books/v1/volumes/gQo24ZEO67oC,"The Wants and Means of India. A Paper, Etc",['Dadabhai Naoroji'],,1870,,"[{'type': 'OTHER', 'identifier': 'BL:A0021869697'}]",False,True,12.0,BOOK,,,,NOT_MATURE,False,0.6.6.0.full.1,False,False,http://books.google.com/books/content?id=gQo24ZEO67oC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,http://books.google.com/books/content?id=gQo24ZEO67oC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,en,http://books.google.co.in/books?id=gQo24ZEO67oC&pg=PA6&dq=a&hl=&cd=3&source=gbs_api,https://play.google.com/store/books/details?id=gQo24ZEO67oC&source=gbs_api,https://play.google.com/store/books/details?id=gQo24ZEO67oC,IN,FREE,True,,,,,https://play.google.com/store/books/details?id=gQo24ZEO67oC&rdid=book-gQo24ZEO67oC&rdot=1&source=gbs_api,,IN,ALL_PAGES,True,True,ALLOWED,False,,False,,http://play.google.com/books/reader?id=gQo24ZEO67oC&hl=&source=gbs_api,FULL_PUBLIC_DOMAIN,False,"... <b>a</b> high esti- mate . This makes 40s . <b>a</b> head for the gross production of India . Add 75,000,000l . more if you like , and make the gross production 50s . <b>a</b> head ; and what is that after all ! The people of the United Kingdom pay above&nbsp;...",,http://books.google.co.in/books/download/The_Wants_and_Means_of_India_A_Paper_Etc.epub?id=gQo24ZEO67oC&hl=&output=epub&source=gbs_api,,,
books#volume,Hlo_aH173uoC,YaTCXRr3+Fw,https://www.googleapis.com/books/v1/volumes/Hlo_aH173uoC,Hippopathology: a Systematic Treatise on the Disorders and Lameness of the Horse,['William Percivall'],,1871,,"[{'type': 'OTHER', 'identifier': 'MINN:31951D02060383X'}]",False,True,268.0,BOOK,['Horses'],,,NOT_MATURE,False,0.5.6.0.full.1,False,False,http://books.google.com/books/content?id=Hlo_aH173uoC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,http://books.google.com/books/content?id=Hlo_aH173uoC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,en,http://books.google.co.in/books?id=Hlo_aH173uoC&pg=PA316&dq=a&hl=&cd=4&source=gbs_api,https://play.google.com/store/books/details?id=Hlo_aH173uoC&source=gbs_api,https://play.google.com/store/books/details?id=Hlo_aH173uoC,IN,FREE,True,,,,,https://play.google.com/store/books/details?id=Hlo_aH173uoC&rdid=book-Hlo_aH173uoC&rdot=1&source=gbs_api,,IN,ALL_PAGES,True,True,ALLOWED,False,,False,,http://play.google.com/books/reader?id=Hlo_aH173uoC&hl=&source=gbs_api,FULL_PUBLIC_DOMAIN,False,"... <b>a</b> distant stall or another stable . In <b>a</b> bailed stable , <b>a</b> very simple contrivance has answered all the purpose of <b>a</b> furze or prickly thorn branch without having the objec- tions to which the prickles in such stables are subject . This&nbsp;...",With Their Modern and Most Approved Methods of Cure : Embracing the Doctrines of the English and French Veterinary Schools,http://books.google.co.in/books/download/Hippopathology_a_Systematic_Treatise_on.epub?id=Hlo_aH173uoC&hl=&output=epub&source=gbs_api,,,
books#volume,-ON_W1ubAmoC,FAIByPH+gCs,https://www.googleapis.com/books/v1/volumes/-ON_W1ubAmoC,"Lexicon Tetraglotton, an English-French-Italian-Spanish Dictionary: Whereunto is Adjoined a Large Nomenclature of the Proper Terms (in All the Four) Belonging to Several Arts and Sciences ... Divided Into Fiftie Two Sections; with Another Volume of the Choicest Proverbs in All the Said Toungs, (consisting of Divers Compleat Tomes) and the English Translated Into the Other Three ... Moroever, There are Sundry Familiar Letters and Verses Running All in Proverbs ... By the Labours, and Lucubrations of James Hovvell",['James Howell'],,1660,,"[{'type': 'OTHER', 'identifier': 'IBNF:CF005636297'}]",False,True,754.0,BOOK,,1.0,1.0,NOT_MATURE,False,2.7.7.0.full.1,False,False,http://books.google.com/books/content?id=-ON_W1ubAmoC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,http://books.google.com/books/content?id=-ON_W1ubAmoC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,en,http://books.google.co.in/books?id=-ON_W1ubAmoC&pg=PA21&dq=a&hl=&cd=5&source=gbs_api,https://play.google.com/store/books/details?id=-ON_W1ubAmoC&source=gbs_api,https://play.google.com/store/books/details?id=-ON_W1ubAmoC,IN,FREE,True,,,,,https://play.google.com/store/books/details?id=-ON_W1ubAmoC&rdid=book--ON_W1ubAmoC&rdot=1&source=gbs_api,,IN,ALL_PAGES,True,True,ALLOWED,False,,False,,http://play.google.com/books/reader?id=-ON_W1ubAmoC&hl=&source=gbs_api,FULL_PUBLIC_DOMAIN,False,"... <b>A</b> hard - fought field , where no man escapeth un- killd . <b>A</b> hasty man never wants woe . <b>A</b> hony toung , <b>a</b> heart of gall . <b>A</b> legg of <b>a</b> Lark is better then the whole body of <b>a</b> Thou art one of them to whon God bad ho . The weakelt goes to&nbsp;...",,http://books.google.co.in/books/download/Lexicon_Tetraglotton_an_English_French_I.epub?id=-ON_W1ubAmoC&hl=&output=epub&source=gbs_api,,,
books#volume,YM_21yyfPNUC,zVMJ20qUyxs,https://www.googleapis.com/books/v1/volumes/YM_21yyfPNUC,Jesus versus Christianity. By a Cantab,['CANTAB.'],,1873,,"[{'type': 'OTHER', 'identifier': 'BL:A0022696523'}]",False,True,34.0,BOOK,,,,NOT_MATURE,False,0.6.7.0.full.1,False,False,http://books.google.com/books/content?id=YM_21yyfPNUC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,http://books.google.com/books/content?id=YM_21yyfPNUC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,en,http://books.google.co.in/books?id=YM_21yyfPNUC&pg=PA7&dq=a&hl=&cd=6&source=gbs_api,https://play.google.com/store/books/details?id=YM_21yyfPNUC&source=gbs_api,https://play.google.com/store/books/details?id=YM_21yyfPNUC,IN,FREE,True,,,,,https://play.google.com/store/books/details?id=YM_21yyfPNUC&rdid=book-YM_21yyfPNUC&rdot=1&source=gbs_api,,IN,ALL_PAGES,True,True,ALLOWED,False,,False,,http://play.google.com/books/reader?id=YM_21yyfPNUC&hl=&source=gbs_api,FULL_PUBLIC_DOMAIN,False,"... <b>a</b> heart of good in it , <b>a</b> red republican in France , an itinerant lecturer on the rights of man in England , and finally trampled to death by conservative roughs , hounded on by dignitaries of the Established Church . Confident that&nbsp;...",,http://books.google.co.in/books/download/Jesus_versus_Christianity_By_a_Cantab.epub?id=YM_21yyfPNUC&hl=&output=epub&source=gbs_api,,,
books#volume,xbVE3PulfKkC,SW63gCjPaf8,https://www.googleapis.com/books/v1/volumes/xbVE3PulfKkC,Morning and Evening Sacrifice: a handbook for domestic worship,['James Dickerson DAVIES'],,1871,,"[{'type': 'OTHER', 'identifier': 'BL:A0021939451'}]",False,True,72.0,BOOK,,,,NOT_MATURE,False,0.6.6.0.full.1,False,False,http://books.google.com/books/content?id=xbVE3PulfKkC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,http://books.google.com/books/content?id=xbVE3PulfKkC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,en,http://books.google.co.in/books?id=xbVE3PulfKkC&pg=PA3&dq=a&hl=&cd=7&source=gbs_api,https://play.google.com/store/books/details?id=xbVE3PulfKkC&source=gbs_api,https://play.google.com/store/books/details?id=xbVE3PulfKkC,IN,FREE,True,,,,,https://play.google.com/store/books/details?id=xbVE3PulfKkC&rdid=book-xbVE3PulfKkC&rdot=1&source=gbs_api,,IN,ALL_PAGES,True,True,ALLOWED,False,,False,,http://play.google.com/books/reader?id=xbVE3PulfKkC&hl=&source=gbs_api,FULL_PUBLIC_DOMAIN,False,"... <b>a</b> portion for each domestic service as shall embrace <b>a</b> com- plete paragraph , while such passages only are omitted as are uninteresting or unsuitable in the family circle . The course of Bible reading here marked out may be commenced at&nbsp;...",,http://books.google.co.in/books/download/Morning_and_Evening_Sacrifice_a_handbook.epub?id=xbVE3PulfKkC&hl=&output=epub&source=gbs_api,,,
books#volume,YW-nPotMW2kC,ovdd5TmE1+o,https://www.googleapis.com/books/v1/volumes/YW-nPotMW2kC,"A Devout Exercise in Honour of the Ever Blessed Virgin Mother of God, Mary ... From the Writings of Saint Bonaventure. In Latin and English",,,1872,,"[{'type': 'OTHER', 'identifier': 'BL:A0021948068'}]",False,True,132.0,BOOK,,,,NOT_MATURE,False,0.5.6.0.full.1,False,False,http://books.google.com/books/content?id=YW-nPotMW2kC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,http://books.google.com/books/content?id=YW-nPotMW2kC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,en,http://books.google.co.in/books?id=YW-nPotMW2kC&pg=PA108&dq=a&hl=&cd=8&source=gbs_api,https://play.google.com/store/books/details?id=YW-nPotMW2kC&source=gbs_api,https://play.google.com/store/books/details?id=YW-nPotMW2kC,IN,FREE,True,,,,,https://play.google.com/store/books/details?id=YW-nPotMW2kC&rdid=book-YW-nPotMW2kC&rdot=1&source=gbs_api,,IN,ALL_PAGES,True,True,ALLOWED,False,,False,,http://play.google.com/books/reader?id=YW-nPotMW2kC&hl=&source=gbs_api,FULL_PUBLIC_DOMAIN,False,"... <b>a</b> Judæis re- probari , <b>a</b> Juda traditore osculo tradi , vinculis alligari , sicut agnus innocens ad victimam duci , atque conspectibus Annæ , Caiphæ , Pilati et Herodis indecenter offerri ; <b>a</b> falsis testibus accusari , flagellis et&nbsp;...",,http://books.google.co.in/books/download/A_Devout_Exercise_in_Honour_of_the_Ever.epub?id=YW-nPotMW2kC&hl=&output=epub&source=gbs_api,,,
books#volume,a-xOnCp-3noC,kFEBZsrMAxo,https://www.googleapis.com/books/v1/volumes/a-xOnCp-3noC,Free Trade in Land ... With a reprint of the ... pamphlet published by the Anti-Corn-Law League “The Constituional right to a revision of the Land Tax” ... Second edition,['James Beal'],,1876,,"[{'type': 'OTHER', 'identifier': 'BL:A0022108572'}]",False,True,180.0,BOOK,,,,NOT_MATURE,False,0.7.7.0.full.1,False,False,http://books.google.com/books/content?id=a-xOnCp-3noC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,http://books.google.com/books/content?id=a-xOnCp-3noC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,en,http://books.google.co.in/books?id=a-xOnCp-3noC&pg=RA1-PA10&dq=a&hl=&cd=9&source=gbs_api,https://play.google.com/store/books/details?id=a-xOnCp-3noC&source=gbs_api,https://play.google.com/store/books/details?id=a-xOnCp-3noC,IN,FREE,True,,,,,https://play.google.com/store/books/details?id=a-xOnCp-3noC&rdid=book-a-xOnCp-3noC&rdot=1&source=gbs_api,,IN,ALL_PAGES,True,True,ALLOWED,False,,False,,http://play.google.com/books/reader?id=a-xOnCp-3noC&hl=&source=gbs_api,FULL_PUBLIC_DOMAIN,False,"... <b>a</b> tenure of this kind , <b>a</b> certain quantity of land , called <b>a</b> knight&#39;s - fee , was necessary . What the precise quantity in value of land that constituted <b>a</b> knight&#39;s - fee was , is not clear , there being <b>a</b> diversity of opinions on&nbsp;...",,http://books.google.co.in/books/download/Free_Trade_in_Land_With_a_reprint_of_the.epub?id=a-xOnCp-3noC&hl=&output=epub&source=gbs_api,,,
books#volume,XA1CN22onEgC,RcTYzlo0kWU,https://www.googleapis.com/books/v1/volumes/XA1CN22onEgC,"A Shaker's Answer to the Oft-repeated Question, ""What Would Become of the World If All Should Become Shakers?""",['Richard W. Pelham'],,1874,,"[{'type': 'OTHER', 'identifier': 'UOM:69015000001103'}]",False,True,36.0,BOOK,['Celibacy'],,,NOT_MATURE,False,0.1.6.0.full.1,False,False,http://books.google.com/books/content?id=XA1CN22onEgC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,http://books.google.com/books/content?id=XA1CN22onEgC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,en,http://books.google.co.in/books?id=XA1CN22onEgC&pg=PA13&dq=a&hl=&cd=10&source=gbs_api,https://play.google.com/store/books/details?id=XA1CN22onEgC&source=gbs_api,https://play.google.com/store/books/details?id=XA1CN22onEgC,IN,FREE,True,,,,,https://play.google.com/store/books/details?id=XA1CN22onEgC&rdid=book-XA1CN22onEgC&rdot=1&source=gbs_api,,IN,ALL_PAGES,True,True,ALLOWED,False,,False,,http://play.google.com/books/reader?id=XA1CN22onEgC&hl=&source=gbs_api,FULL_PUBLIC_DOMAIN,False,"... <b>a</b> trap , to save its life . Jesus and Nature teach men to act on <b>a</b> similar principle ; but these acts are not violations of Nature , for they accord with her highest man- dates . The power to live <b>a</b> holy inner and outer life of strict&nbsp;...",,http://books.google.co.in/books/download/A_Shaker_s_Answer_to_the_Oft_repeated_Qu.epub?id=XA1CN22onEgC&hl=&output=epub&source=gbs_api,,,
